line_id	status	reason	n_candidates	n_atoms	n_sites
VERG-aene.1.691	gold_unreachable	elision_mismatch	20	15	2
VERG-aene.1.692	correct		25	16	2
VERG-aene.1.693	correct		11	17	2
VERG-aene.1.694	correct		14	15	3
VERG-aene.1.695	correct		16	14	1
VERG-aene.1.696	correct		25	17	3
VERG-aene.1.697	correct		155	16	4
VERG-aene.1.698	correct		155	18	6
VERG-aene.1.699	correct		278	16	5
VERG-aene.1.700	correct		30	16	3
VERG-aene.1.701	correct		2	16	1
VERG-aene.1.702	correct		24	15	3
VERG-aene.1.703	correct		1	17	2
VERG-aene.1.704	correct		5	17	2
VERG-aene.1.705	correct		34	19	5
VERG-aene.1.706	correct		4	15	0
VERG-aene.1.707	correct		29	16	2
VERG-aene.1.708	correct		8	15	1
VERG-aene.1.709	gold_unreachable	elision_mismatch	41	15	4
VERG-aene.1.710	correct		58	15	4
VERG-aene.1.711	correct		94	15	3
VERG-aene.1.712	correct		298	18	6
VERG-aene.1.713	correct		16	14	2
VERG-aene.1.714	correct		112	18	5
VERG-aene.1.715	correct		42	18	6
VERG-aene.1.716	correct		26	16	4
VERG-aene.1.717	correct		11	17	2
VERG-aene.1.718	correct		41	18	5
VERG-aene.1.719	correct		14	16	2
VERG-aene.1.720	correct		176	20	7
VERG-aene.1.721	correct		71	17	5
VERG-aene.1.722	correct		15	16	1
VERG-aene.1.723	gold_unreachable	elision_mismatch	12	16	2
VERG-aene.1.724	correct		11	14	1
VERG-aene.1.725	correct		23	15	2
VERG-aene.1.726	correct		52	17	5
VERG-aene.1.727	correct		28	14	3
VERG-aene.1.728	correct		22	16	3
VERG-aene.1.729	correct		58	16	3
VERG-aene.1.730	correct		8	15	1
VERG-aene.1.731	correct		14	16	1
VERG-aene.1.732	correct		55	16	3
VERG-aene.1.733	correct		64	16	3
VERG-aene.1.734	correct		35	17	4
VERG-aene.1.735	correct		135	17	5
VERG-aene.1.736	correct		14	16	2
VERG-aene.1.737	correct		4	15	0
VERG-aene.1.738	correct		13	19	5
VERG-aene.1.739	gold_unreachable	other	25	16	3
VERG-aene.1.740	gold_unreachable	elision_mismatch	20	15	1
VERG-aene.1.741	correct		42	16	3
VERG-aene.1.742	correct		6	14	0
VERG-aene.1.743	correct		1	18	2
VERG-aene.1.744	correct		153	17	4
VERG-aene.1.745	correct		5	16	2
VERG-aene.1.746	correct		9	15	2
VERG-aene.1.747	correct		45	16	3
VERG-aene.1.748	correct		6	14	1
VERG-aene.1.749	correct		7	14	0
VERG-aene.1.750	correct		4	17	1
VERG-aene.1.751	correct		77	16	4
VERG-aene.1.752	correct		10	15	1
VERG-aene.1.753	correct		34	17	2
VERG-aene.1.754	correct		36	15	3
VERG-aene.1.755	correct		26	14	2
VERG-aene.1.756	correct		1	15	1
VERG-aene.2.1	correct		21	16	3
VERG-aene.2.2	correct		19	16	2
VERG-aene.2.3	correct		40	16	3
VERG-aene.2.4	correct		6	14	0
VERG-aene.2.5	correct		60	18	5
VERG-aene.2.6	correct		14	14	2
VERG-aene.2.7	gold_unreachable	open_syllable_length	26	18	3
VERG-aene.2.8	correct		20	16	2
VERG-aene.2.9	correct		12	18	3
VERG-aene.2.10	correct		6	14	1
VERG-aene.2.11	correct		126	18	6
VERG-aene.2.12	correct		1	17	2
VERG-aene.2.13	correct		5	14	1
VERG-aene.2.14	correct		11	14	1
VERG-aene.2.15	correct		12	15	2
VERG-aene.2.16	correct		3	17	3
VERG-aene.2.17	correct		40	16	2
VERG-aene.2.18	correct		6	14	1
VERG-aene.2.19	correct		18	17	4
VERG-aene.2.20	correct		14	15	2
VERG-aene.2.21	correct		2	14	0
VERG-aene.2.22	correct		41	17	3
VERG-aene.2.23	correct		5	16	1
VERG-aene.2.24	correct		37	15	3
VERG-aene.2.25	correct		15	17	3
VERG-aene.2.26	correct		68	16	5
VERG-aene.2.27	correct		148	17	6
VERG-aene.2.28	correct		14	15	1
VERG-aene.2.29	correct		17	17	3
VERG-aene.2.30	correct		5	16	1
VERG-aene.2.31	correct		15	19	5
VERG-aene.2.32	correct		10	15	1
VERG-aene.2.33	correct		18	15	2
VERG-aene.2.34	correct		234	17	5
VERG-aene.2.35	correct		16	15	2
VERG-aene.2.36	correct		19	18	4
VERG-aene.2.37	correct		24	18	4
VERG-aene.2.38	correct		20	19	6
VERG-aene.2.39	correct		260	16	5
VERG-aene.2.40	correct		1	18	3
VERG-aene.2.41	correct		7	14	2
VERG-aene.2.42	correct		52	18	5
VERG-aene.2.43	correct		24	16	3
VERG-aene.2.44	correct		15	16	1
VERG-aene.2.45	correct		60	16	5
VERG-aene.2.46	correct		34	17	5
VERG-aene.2.47	correct		1	15	0
VERG-aene.2.48	correct		8	18	3
VERG-aene.2.49	correct		25	16	2
VERG-aene.2.50	correct		13	14	1
VERG-aene.2.51	correct		6	17	2
VERG-aene.2.52	correct		1	16	0
VERG-aene.2.53	correct		74	21	7
VERG-aene.2.54	correct		121	16	5
VERG-aene.2.55	correct		4	17	3
VERG-aene.2.56	correct		15	16	2
VERG-aene.2.57	correct		21	19	6
VERG-aene.2.58	correct		18	14	1
VERG-aene.2.59	correct		136	17	5
VERG-aene.2.60	correct		147	18	5
VERG-aene.2.61	correct		5	18	3
VERG-aene.2.62	no_candidates	vowel_chain	0	18	5
VERG-aene.2.63	correct		237	16	5
VERG-aene.2.64	correct		5	15	2
VERG-aene.2.65	correct		33	18	4
VERG-aene.2.67	correct		17	16	3
VERG-aene.2.68	correct		4	18	3
VERG-aene.2.69	correct		4	18	5
VERG-aene.2.70	correct		8	18	2
VERG-aene.2.71	correct		9	18	3
VERG-aene.2.72	gold_unreachable	elision_mismatch	6	17	3
VERG-aene.2.73	correct		15	17	3
VERG-aene.2.74	correct		5	14	0
VERG-aene.2.75	correct		42	17	3
VERG-aene.2.76	correct		6	16	2
VERG-aene.2.77	correct		7	17	2
VERG-aene.2.78	correct		2	17	2
VERG-aene.2.79	correct		6	14	0
VERG-aene.2.80	correct		110	16	4
VERG-aene.2.81	correct		65	18	4
VERG-aene.2.82	correct		16	16	2
VERG-aene.2.83	correct		21	15	2
VERG-aene.2.84	gold_unreachable	elision_mismatch	6	16	4
VERG-aene.2.85	correct		5	14	0
VERG-aene.2.86	gold_unreachable	other	3	16	1
VERG-aene.2.87	correct		8	16	1
VERG-aene.2.88	correct		31	15	2
VERG-aene.2.89	correct		20	15	1
VERG-aene.2.90	correct		2	16	2
VERG-aene.2.91	correct		1	16	1
VERG-aene.2.92	correct		3	15	2
VERG-aene.2.93	correct		9	15	2
VERG-aene.2.94	correct		9	14	1
VERG-aene.2.95	correct		38	15	4
VERG-aene.2.96	correct		210	18	6
VERG-aene.2.97	correct		4	15	0
VERG-aene.2.98	correct		14	16	3
VERG-aene.2.99	correct		14	16	3
VERG-aene.2.100	gold_unreachable	elision_mismatch	20	15	3
VERG-aene.2.101	correct		371	20	8
VERG-aene.2.102	correct		72	20	6
VERG-aene.2.103	correct		13	17	3
VERG-aene.2.104	correct		1	16	2
VERG-aene.2.105	correct		354	17	5
VERG-aene.2.106	correct		13	16	2
VERG-aene.2.107	correct		9	16	2
VERG-aene.2.108	correct		56	17	3
VERG-aene.2.109	correct		9	14	1
VERG-aene.2.110	correct		4	17	3
VERG-aene.2.111	correct		84	16	5
VERG-aene.2.112	correct		69	17	4
VERG-aene.2.113	correct		29	16	2
VERG-aene.2.114	correct		15	18	4
VERG-aene.2.115	correct		28	18	3
VERG-aene.2.116	correct		6	15	1
VERG-aene.2.117	correct		280	16	4
VERG-aene.2.118	correct		1	17	1
VERG-aene.2.119	correct		34	16	3
VERG-aene.2.120	correct		8	18	2
VERG-aene.2.121	correct		4	16	1
VERG-aene.2.122	correct		3	14	0
VERG-aene.2.123	correct		298	18	6
VERG-aene.2.124	correct		13	15	1
VERG-aene.2.125	correct		15	16	2
VERG-aene.2.126	correct		6	15	1
VERG-aene.2.127	correct		29	17	4
VERG-aene.2.128	correct		3	14	0
VERG-aene.2.129	correct		41	16	2
VERG-aene.2.130	correct		4	16	2
VERG-aene.2.131	correct		44	18	4
VERG-aene.2.132	correct		13	17	3
VERG-aene.2.133	correct		12	15	3
VERG-aene.2.134	correct		57	16	3
VERG-aene.2.135	correct		8	16	2
VERG-aene.2.136	correct		15	15	2
VERG-aene.2.137	correct		174	16	5
VERG-aene.2.138	correct		3	13	0
VERG-aene.2.139	correct		15	14	2
VERG-aene.2.140	correct		16	17	4
VERG-aene.2.141	correct		31	15	2
VERG-aene.2.142	correct		6	16	2
VERG-aene.2.143	correct		5	16	0
VERG-aene.2.144	correct		15	16	1
VERG-aene.2.145	correct		12	16	2
VERG-aene.2.146	correct		53	17	4
VERG-aene.2.147	correct		108	17	4
VERG-aene.2.148	correct		27	16	4
VERG-aene.2.149	no_candidates	vowel_chain	0	18	3
VERG-aene.2.150	correct		17	17	3
VERG-aene.2.151	correct		16	20	6
VERG-aene.2.152	correct		3	16	1
VERG-aene.2.153	correct		11	14	1
VERG-aene.2.154	gold_unreachable	elision_mismatch	70	15	4
VERG-aene.2.155	correct		37	16	3
VERG-aene.2.156	correct		100	15	4
VERG-aene.2.157	correct		61	16	3
VERG-aene.2.158	correct		13	17	4
VERG-aene.2.159	correct		54	17	4
VERG-aene.2.160	correct		21	17	3
VERG-aene.2.161	correct		21	15	1
VERG-aene.2.162	correct		98	16	4
VERG-aene.2.163	correct		7	17	3
VERG-aene.2.164	correct		21	17	2
VERG-aene.2.165	correct		542	16	7
VERG-aene.2.166	correct		23	16	3
VERG-aene.2.167	correct		74	18	5
VERG-aene.2.168	correct		234	17	6
VERG-aene.2.169	correct		52	15	4
VERG-aene.2.170	correct		264	17	7
VERG-aene.2.171	correct		88	16	4
VERG-aene.2.172	correct		13	17	4
VERG-aene.2.173	no_candidates	vowel_chain	0	16	2
VERG-aene.2.174	correct		18	15	1
VERG-aene.2.175	correct		11	15	1
VERG-aene.2.176	correct		5	16	2
VERG-aene.2.177	correct		1	15	1
VERG-aene.2.178	correct		5	15	0
VERG-aene.2.179	correct		103	18	5
VERG-aene.2.180	correct		15	15	3
VERG-aene.2.181	correct		3	17	1
VERG-aene.2.182	correct		58	18	4
VERG-aene.2.183	correct		15	16	2
VERG-aene.2.184	correct		96	17	4
VERG-aene.2.185	correct		1	14	0
VERG-aene.2.186	correct		31	16	3
VERG-aene.2.187	correct		56	17	4
VERG-aene.2.188	correct		75	17	4
VERG-aene.2.189	gold_unreachable	other	38	16	4
VERG-aene.2.190	correct		30	16	3
VERG-aene.2.191	correct		8	18	4
VERG-aene.2.192	correct		27	15	3
VERG-aene.2.193	correct		652	18	7
VERG-aene.2.194	correct		54	16	3
VERG-aene.2.195	correct		42	17	3
VERG-aene.2.196	correct		6	16	2
VERG-aene.2.197	correct		32	15	2
VERG-aene.2.198	correct		8	16	2
VERG-aene.2.199	correct		10	15	1
VERG-aene.2.200	correct		20	18	4
VERG-aene.2.201	correct		7	14	2
VERG-aene.2.202	correct		1	15	2
VERG-aene.2.203	correct		2	18	3
VERG-aene.2.204	correct		3	14	0
VERG-aene.2.205	correct		6	16	1
VERG-aene.2.206	correct		4	16	3
VERG-aene.2.207	correct		18	16	2
VERG-aene.2.208	correct		25	17	3
VERG-aene.2.209	correct		6	17	3
VERG-aene.2.210	correct		1	16	2
VERG-aene.2.211	correct		5	14	1
VERG-aene.2.212	correct		4	16	2
VERG-aene.2.213	correct		80	16	4
VERG-aene.2.214	correct		7	14	1
VERG-aene.2.215	correct		10	15	1
VERG-aene.2.216	correct		41	18	5
VERG-aene.2.217	correct		6	15	1
VERG-aene.2.218	correct		80	15	4
VERG-aene.2.219	correct		5	18	2
VERG-aene.2.220	correct		13	16	2
VERG-aene.2.221	correct		110	14	4
VERG-aene.2.222	correct		5	14	0
VERG-aene.2.223	correct		20	14	2
VERG-aene.2.224	correct		6	17	3
VERG-aene.2.225	correct		16	15	2
VERG-aene.2.226	correct		48	18	5
VERG-aene.2.227	correct		15	18	3
VERG-aene.2.228	correct		44	16	3
VERG-aene.2.229	correct		14	17	3
VERG-aene.2.230	correct		26	15	3
VERG-aene.2.231	correct		1	17	2
VERG-aene.2.232	correct		130	18	6
VERG-aene.2.234	correct		59	17	4
VERG-aene.2.235	correct		1	15	0
VERG-aene.2.236	correct		26	15	3
VERG-aene.2.237	correct		3	13	0
VERG-aene.2.238	correct		24	18	6
VERG-aene.2.239	correct		8	16	2
VERG-aene.2.240	correct		6	17	2
VERG-aene.2.241	correct		1016	19	8
VERG-aene.2.242	correct		12	19	4
VERG-aene.2.243	correct		1	18	1
VERG-aene.2.244	correct		4	16	1
VERG-aene.2.245	correct		44	14	3
VERG-aene.2.246	correct		20	15	2
VERG-aene.2.247	correct		58	15	4
VERG-aene.2.248	correct		15	16	2
VERG-aene.2.249	correct		24	14	2
VERG-aene.2.250	correct		96	18	5
VERG-aene.2.251	correct		14	15	3
VERG-aene.2.252	correct		84	17	4
VERG-aene.2.253	correct		12	15	2
VERG-aene.2.254	correct		68	17	6
VERG-aene.2.255	correct		3	19	3
VERG-aene.2.256	correct		9	15	1
VERG-aene.2.257	correct		14	15	1
VERG-aene.2.258	correct		70	15	3
VERG-aene.2.259	correct		4	17	3
VERG-aene.2.260	correct		32	17	3
VERG-aene.2.261	correct		8	15	1
VERG-aene.2.262	correct		11	15	2
VERG-aene.2.263	correct		23	15	2
VERG-aene.2.264	correct		10	17	3
VERG-aene.2.265	correct		16	14	2
VERG-aene.2.266	correct		1	16	1
VERG-aene.2.267	correct		60	17	5
VERG-aene.2.268	gold_unreachable	elision_mismatch	10	15	2
VERG-aene.2.269	correct		25	15	2
VERG-aene.2.270	correct		2	17	3
VERG-aene.2.271	correct		1	16	1
VERG-aene.2.272	correct		25	14	2
VERG-aene.2.273	correct		8	16	1
VERG-aene.2.274	correct		8	16	1
VERG-aene.2.275	correct		3	16	1
VERG-aene.2.276	correct		15	16	2
VERG-aene.2.277	correct		9	14	2
VERG-aene.2.278	correct		4	17	2
VERG-aene.2.279	correct		78	14	4
VERG-aene.2.280	correct		117	16	5
VERG-aene.2.281	correct		36	16	4
VERG-aene.2.282	correct		5	19	4
VERG-aene.2.283	correct		14	14	2
VERG-aene.2.284	correct		6	17	2
VERG-aene.2.285	correct		2	18	4
VERG-aene.2.286	correct		88	17	5
VERG-aene.2.287	correct		31	15	2
VERG-aene.2.288	correct		21	16	2
VERG-aene.2.289	correct		82	18	4
VERG-aene.2.290	correct		18	16	2
VERG-aene.2.291	correct		102	17	5
VERG-aene.2.292	correct		20	15	3
VERG-aene.2.293	correct		14	15	2
VERG-aene.2.294	correct		42	17	3
VERG-aene.2.295	correct		18	16	2
VERG-aene.2.296	correct		11	15	1
VERG-aene.2.297	correct		1	17	3
VERG-aene.2.298	correct		115	17	6
VERG-aene.2.299	correct		5	15	1
VERG-aene.2.300	correct		2	17	2
VERG-aene.2.301	correct		17	15	3
VERG-aene.2.302	correct		36	15	3
VERG-aene.2.303	correct		2	17	3
VERG-aene.2.304	correct		6	17	3
VERG-aene.2.305	correct		7	16	1
VERG-aene.2.306	correct		4	17	3
VERG-aene.2.307	correct		12	18	3
VERG-aene.2.308	correct		15	15	2
VERG-aene.2.309	correct		50	16	2
VERG-aene.2.310	correct		444	17	6
VERG-aene.2.311	correct		4	15	0
VERG-aene.2.312	correct		22	16	2
VERG-aene.2.313	correct		12	15	1
VERG-aene.2.314	correct		105	16	3
VERG-aene.2.315	correct		1	17	2
VERG-aene.2.316	correct		8	16	1
VERG-aene.2.317	correct		1	16	1
VERG-aene.2.318	correct		56	16	4
VERG-aene.2.319	correct		8	15	2
VERG-aene.2.320	correct		80	16	4
VERG-aene.2.321	correct		14	15	1
VERG-aene.2.322	correct		2	14	0
VERG-aene.2.323	correct		35	16	2
VERG-aene.2.324	correct		4	15	1
VERG-aene.2.325	correct		792	18	7
VERG-aene.2.326	correct		84	17	5
VERG-aene.2.327	correct		4	16	1
VERG-aene.2.328	correct		38	16	3
VERG-aene.2.329	correct		2	15	1
VERG-aene.2.330	correct		3	15	1
VERG-aene.2.331	correct		16	14	2
VERG-aene.2.332	correct		65	14	3
VERG-aene.2.333	correct		39	16	3
VERG-aene.2.334	correct		77	16	3
VERG-aene.2.335	correct		28	15	2
VERG-aene.2.336	correct		42	17	4
VERG-aene.2.337	correct		3	15	0
VERG-aene.2.338	correct		6	17	2
VERG-aene.2.339	correct		11	15	2
VERG-aene.2.340	correct		27	16	2
VERG-aene.2.341	correct		222	19	7
VERG-aene.2.342	correct		7	14	1
VERG-aene.2.343	gold_unreachable	elision_mismatch	10	16	3
VERG-aene.2.344	correct		10	18	3
VERG-aene.2.345	correct		14	15	2
VERG-aene.2.347	correct		102	17	5
VERG-aene.2.348	correct		42	17	4
VERG-aene.2.349	correct		110	16	4
VERG-aene.2.350	correct		19	15	2
VERG-aene.2.351	correct		5	15	1
VERG-aene.2.352	correct		4	17	2
VERG-aene.2.353	correct		44	18	5
VERG-aene.2.354	correct		3	14	0
VERG-aene.2.355	correct		5	19	3
VERG-aene.2.356	correct		456	15	5
VERG-aene.2.357	correct		29	16	2
VERG-aene.2.358	correct		4	15	1
VERG-aene.2.359	correct		48	19	5
VERG-aene.2.360	correct		60	17	5
VERG-aene.2.361	correct		18	14	2
VERG-aene.2.362	correct		4	17	4
VERG-aene.2.363	correct		5	15	1
VERG-aene.2.364	gold_unreachable	elision_mismatch	16	15	2
VERG-aene.2.365	correct		35	16	2
VERG-aene.2.366	correct		18	16	3
VERG-aene.2.367	correct		258	17	6
VERG-aene.2.368	correct		13	15	1
VERG-aene.2.369	correct		14	17	2
VERG-aene.2.370	correct		12	16	2
VERG-aene.2.371	correct		64	16	4
VERG-aene.2.372	correct		38	15	4
VERG-aene.2.373	correct		43	15	2
VERG-aene.2.374	correct		35	16	3
VERG-aene.2.375	correct		45	16	4
VERG-aene.2.376	correct		16	16	2
VERG-aene.2.377	correct		7	15	1
VERG-aene.2.378	correct		85	15	4
VERG-aene.2.379	correct		180	16	5
VERG-aene.2.380	correct		4	16	0
VERG-aene.2.381	correct		11	16	2
VERG-aene.2.382	correct		25	17	3
VERG-aene.2.383	correct		3	14	1
VERG-aene.2.384	correct		7	15	1
VERG-aene.2.385	correct		4	14	0
VERG-aene.2.386	correct		3	17	3
VERG-aene.2.387	correct		14	15	2
VERG-aene.2.388	correct		56	15	3
VERG-aene.2.389	correct		80	16	4
VERG-aene.2.390	correct		5	15	0
VERG-aene.2.391	correct		7	15	1
VERG-aene.2.392	correct		102	17	5
VERG-aene.2.393	correct		8	18	5
VERG-aene.2.394	correct		39	16	4
VERG-aene.2.395	correct		11	17	2
VERG-aene.2.396	correct		30	16	3
VERG-aene.2.397	correct		35	16	4
VERG-aene.2.398	correct		7	15	1
VERG-aene.2.399	correct		342	17	5
VERG-aene.2.400	correct		1	14	0
VERG-aene.2.401	gold_unreachable	elision_mismatch	3	16	2
VERG-aene.2.402	correct		57	17	4
VERG-aene.2.403	gold_unreachable	elision_mismatch	24	14	2
VERG-aene.2.404	correct		32	18	5
VERG-aene.2.405	correct		12	15	3
VERG-aene.2.406	correct		1	15	0
VERG-aene.2.407	correct		23	17	3
VERG-aene.2.408	correct		72	17	3
VERG-aene.2.409	correct		1	15	1
VERG-aene.2.410	correct		15	14	2
VERG-aene.2.411	correct		24	18	5
VERG-aene.2.412	correct		162	16	4
VERG-aene.2.413	correct		75	18	5
VERG-aene.2.414	correct		15	16	2
VERG-aene.2.415	correct		7	18	4
VERG-aene.2.416	correct		6	15	3
VERG-aene.2.417	correct		51	17	4
VERG-aene.2.418	correct		124	19	6
VERG-aene.2.419	correct		88	18	5
VERG-aene.2.420	correct		46	15	3
VERG-aene.2.421	correct		80	18	4
VERG-aene.2.422	correct		6	14	1
VERG-aene.2.423	correct		26	15	2
VERG-aene.2.424	correct		21	17	3
VERG-aene.2.425	correct		106	18	6
VERG-aene.2.426	correct		7	15	1
VERG-aene.2.427	correct		32	17	5
VERG-aene.2.428	correct		15	16	1
VERG-aene.2.429	correct		50	16	3
VERG-aene.2.430	correct		3	16	1
VERG-aene.2.431	correct		59	16	4
VERG-aene.2.432	correct		29	14	2
VERG-aene.2.433	correct		497	17	6
VERG-aene.2.434	correct		24	17	3
VERG-aene.2.435	correct		223	18	5
VERG-aene.2.436	correct		11	16	2
VERG-aene.2.437	correct		50	15	2
VERG-aene.2.438	correct		6	15	2
VERG-aene.2.439	correct		3	15	0
VERG-aene.2.440	correct		33	17	4
VERG-aene.2.441	correct		7	15	1
VERG-aene.2.442	correct		14	17	3
VERG-aene.2.443	correct		40	16	3
VERG-aene.2.444	correct		34	15	4
VERG-aene.2.445	correct		14	15	2
VERG-aene.2.446	correct		7	16	2
VERG-aene.2.447	correct		30	15	3
VERG-aene.2.448	correct		7	18	2
VERG-aene.2.449	correct		111	16	5
VERG-aene.2.450	correct		14	15	1
VERG-aene.2.451	correct		11	16	2
VERG-aene.2.452	correct		667	19	7
VERG-aene.2.453	correct		8	17	2
VERG-aene.2.454	correct		38	15	2
VERG-aene.2.455	correct		7	14	1
VERG-aene.2.456	correct		11	18	4
VERG-aene.2.457	correct		79	19	5
VERG-aene.2.458	correct		83	16	4
VERG-aene.2.459	correct		22	16	3
VERG-aene.2.460	correct		8	16	3
VERG-aene.2.461	correct		5	14	2
VERG-aene.2.462	correct		278	18	6
VERG-aene.2.463	correct		2	13	1
VERG-aene.2.464	correct		6	16	1
VERG-aene.2.465	correct		10	18	3
VERG-aene.2.466	correct		5	17	1
VERG-aene.2.467	correct		11	16	2
VERG-aene.2.469	gold_unreachable	elision_mismatch	15	17	3
VERG-aene.2.470	correct		10	14	1
VERG-aene.2.471	correct		7	17	1
VERG-aene.2.472	correct		4	15	0
VERG-aene.2.473	correct		186	19	6
VERG-aene.2.474	correct		80	16	4
VERG-aene.2.475	correct		17	16	2
VERG-aene.2.476	correct		1	18	2
VERG-aene.2.477	correct		26	17	3
VERG-aene.2.478	correct		9	14	2
VERG-aene.2.479	correct		7	14	1
VERG-aene.2.480	correct		29	15	2
VERG-aene.2.481	correct		80	18	6
VERG-aene.2.482	correct		12	16	2
VERG-aene.2.483	correct		10	16	2
VERG-aene.2.484	correct		43	17	4
VERG-aene.2.485	correct		12	14	1
VERG-aene.2.486	correct		5	17	1
VERG-aene.2.487	correct		16	18	4
VERG-aene.2.488	correct		8	18	3
VERG-aene.2.489	correct		17	16	4
VERG-aene.2.490	correct		12	16	3
VERG-aene.2.491	correct		59	15	4
VERG-aene.2.492	correct		40	16	3
VERG-aene.2.493	correct		22	15	2
VERG-aene.2.494	gold_unreachable	elision_mismatch	18	14	1
VERG-aene.2.495	correct		36	16	3
VERG-aene.2.496	correct		5	14	1
VERG-aene.2.497	correct		70	17	4
VERG-aene.2.498	correct		1	17	1
VERG-aene.2.499	correct		4	16	1
VERG-aene.2.500	correct		27	19	5
VERG-aene.2.501	correct		9	17	2
VERG-aene.2.502	correct		20	17	4
VERG-aene.2.503	correct		9	15	2
VERG-aene.2.504	correct		26	16	2
VERG-aene.2.505	correct		21	16	2
VERG-aene.2.506	correct		23	17	3
VERG-aene.2.507	correct		26	16	3
VERG-aene.2.508	correct		12	18	4
VERG-aene.2.509	correct		175	19	6
VERG-aene.2.510	correct		3	16	1
VERG-aene.2.511	correct		1	15	0
VERG-aene.2.512	correct		23	18	3
VERG-aene.2.513	correct		33	16	3
VERG-aene.2.514	gold_unreachable	elision_mismatch	38	16	5
VERG-aene.2.515	correct		98	17	4
VERG-aene.2.516	correct		20	17	4
VERG-aene.2.517	gold_unreachable	elision_mismatch	48	19	8
VERG-aene.2.518	correct		220	18	6
VERG-aene.2.519	correct		16	16	2
VERG-aene.2.520	correct		16	15	2
VERG-aene.2.521	correct		29	16	3
VERG-aene.2.522	correct		21	16	2
VERG-aene.2.523	correct		11	16	3
VERG-aene.2.524	correct		27	17	3
VERG-aene.2.525	correct		1574	18	8
VERG-aene.2.526	correct		21	17	4
VERG-aene.2.527	correct		15	14	1
VERG-aene.2.528	correct		60	17	5
VERG-aene.2.529	correct		36	16	4
VERG-aene.2.530	correct		8	16	1
VERG-aene.2.531	correct		24	18	4
VERG-aene.2.532	correct		11	14	1
VERG-aene.2.533	correct		132	16	4
VERG-aene.2.534	correct		47	17	3
VERG-aene.2.535	correct		37	17	3
VERG-aene.2.536	correct		140	17	5
VERG-aene.2.537	correct		23	15	3
VERG-aene.2.538	correct		7	14	0
VERG-aene.2.539	correct		320	16	5
VERG-aene.2.540	correct		3	14	0
VERG-aene.2.541	correct		35	16	2
VERG-aene.2.542	correct		32	16	4
VERG-aene.2.543	correct		42	17	3
VERG-aene.2.544	correct		60	16	3
VERG-aene.2.545	correct		33	17	3
VERG-aene.2.546	correct		7	15	2
VERG-aene.2.547	correct		4	17	4
VERG-aene.2.548	correct		68	17	4
VERG-aene.2.549	correct		3	16	1
VERG-aene.2.550	correct		28	17	3
VERG-aene.2.551	correct		1	14	0
VERG-aene.2.552	correct		310	17	6
VERG-aene.2.553	correct		1	17	0
VERG-aene.2.554	correct		64	16	3
VERG-aene.2.555	correct		42	16	3
VERG-aene.2.556	correct		1	15	0
VERG-aene.2.557	correct		94	17	4
VERG-aene.2.558	correct		22	18	3
VERG-aene.2.559	correct		32	15	3
VERG-aene.2.560	correct		25	16	2
VERG-aene.2.561	correct		1360	17	7
VERG-aene.2.562	correct		19	15	3
VERG-aene.2.563	correct		9	14	1
VERG-aene.2.564	correct		208	16	5
VERG-aene.2.565	correct		38	16	3
VERG-aene.2.566	correct		18	17	4
VERG-aene.2.567	correct		35	18	3
VERG-aene.2.568	correct		47	17	4
VERG-aene.2.569	correct		17	17	4
VERG-aene.2.570	correct		4	15	1
VERG-aene.2.571	correct		110	18	6
VERG-aene.2.572	correct		51	17	4
VERG-aene.2.573	correct		101	19	7
VERG-aene.2.574	correct		49	17	3
VERG-aene.2.575	correct		1	16	1
VERG-aene.2.576	correct		126	17	4
VERG-aene.2.577	correct		5	18	4
VERG-aene.2.578	correct		57	15	3
VERG-aene.2.579	correct		92	17	4
VERG-aene.2.580	correct		44	17	4
VERG-aene.2.581	correct		15	16	2
VERG-aene.2.582	correct		17	15	2
VERG-aene.2.583	correct		1	16	1
VERG-aene.2.584	correct		108	19	6
VERG-aene.2.585	correct		1	15	0
VERG-aene.2.586	correct		605	18	7
VERG-aene.2.587	correct		12	17	5
VERG-aene.2.588	correct		118	16	4
VERG-aene.2.589	correct		28	16	2
VERG-aene.2.590	correct		17	15	1
VERG-aene.2.591	correct		18	15	2
VERG-aene.2.592	correct		12	16	2
VERG-aene.2.593	correct		18	18	4
VERG-aene.2.594	correct		1	16	0
VERG-aene.2.595	correct		21	16	2
VERG-aene.2.596	correct		27	18	4
VERG-aene.2.597	correct		15	16	2
VERG-aene.2.598	correct		19	16	3
VERG-aene.2.599	correct		50	16	3
VERG-aene.2.600	correct		1	18	2
VERG-aene.2.601	correct		15	19	4
VERG-aene.2.602	correct		1228	18	8
VERG-aene.2.603	correct		21	16	3
VERG-aene.2.604	correct		4	16	3
VERG-aene.2.605	correct		20	16	1
VERG-aene.2.606	correct		51	15	2
VERG-aene.2.607	correct		12	16	2
VERG-aene.2.608	correct		26	16	3
VERG-aene.2.609	correct		24	16	3
VERG-aene.2.610	correct		18	14	1
VERG-aene.2.611	correct		14	15	1
VERG-aene.2.612	correct		180	17	6
VERG-aene.2.613	correct		52	17	3
VERG-aene.2.615	correct		6	14	1
VERG-aene.2.616	correct		30	16	4
VERG-aene.2.617	correct		15	16	1
VERG-aene.2.618	correct		6	16	1
VERG-aene.2.619	correct		6	16	1
VERG-aene.2.620	correct		151	17	4
VERG-aene.2.621	correct		4	14	1
VERG-aene.2.622	correct		11	17	3
VERG-aene.2.624	correct		187	16	4
