line_id	status	reason	n_candidates	n_atoms	n_sites
VERG-aene.1.619	no_candidates	weight_filter	0	17	4
VERG-aene.1.620	correct		9	17	4
VERG-aene.1.621	correct		11	16	2
VERG-aene.1.622	correct		12	15	3
VERG-aene.1.623	correct		13	16	2
VERG-aene.1.624	correct		6	15	2
VERG-aene.1.625	correct		31	16	4
VERG-aene.1.626	correct		27	17	6
VERG-aene.1.627	correct		6	18	5
VERG-aene.1.628	no_candidates	weight_filter	0	15	0
VERG-aene.1.629	correct		15	15	3
VERG-aene.1.630	correct		1	15	0
VERG-aene.1.631	correct		23	16	3
VERG-aene.1.632	gold_unreachable	elision_mismatch	6	15	3
VERG-aene.1.633	correct		25	16	2
VERG-aene.1.634	correct		4	15	3
VERG-aene.1.635	correct		4	14	2
VERG-aene.1.637	correct		6	15	1
VERG-aene.1.638	correct		16	16	3
VERG-aene.1.639	correct		57	15	3
VERG-aene.1.640	no_candidates	vowel_chain	0	16	3
VERG-aene.1.641	correct		6	16	3
VERG-aene.1.642	correct		3	17	3
VERG-aene.1.643	correct		12	17	5
VERG-aene.1.644	no_candidates	vowel_chain	0	18	4
VERG-aene.1.645	gold_unreachable	elision_mismatch	3	18	5
VERG-aene.1.646	correct		10	15	1
VERG-aene.1.647	correct		120	18	5
VERG-aene.1.648	correct		6	15	2
VERG-aene.1.649	correct		18	14	2
VERG-aene.1.650	correct		52	18	5
VERG-aene.1.651	correct		5	17	3
VERG-aene.1.652	correct		20	15	2
VERG-aene.1.653	correct		84	17	5
VERG-aene.1.654	correct		6	15	1
VERG-aene.1.655	correct		6	16	3
VERG-aene.1.656	gold_unreachable	elision_mismatch	2	17	3
VERG-aene.1.657	gold_unreachable	elision_mismatch	47	18	6
VERG-aene.1.658	correct		24	17	3
VERG-aene.1.659	correct		50	16	4
VERG-aene.1.660	correct		6	16	3
VERG-aene.1.661	gold_unreachable	elision_mismatch	2	16	1
VERG-aene.1.662	gold_unreachable	elision_mismatch	6	14	2
VERG-aene.1.663	correct		4	15	1
VERG-aene.1.664	correct		76	17	5
VERG-aene.1.665	gold_unreachable	elision_mismatch	4	14	1
VERG-aene.1.666	correct		24	16	4
VERG-aene.1.667	correct		63	17	4
VERG-aene.1.668	correct		28	16	3
VERG-aene.1.669	correct		36	17	4
VERG-aene.1.670	correct		4	15	1
VERG-aene.1.671	correct		112	15	4
VERG-aene.1.672	correct		4	16	3
VERG-aene.1.673	no_candidates	weight_filter	0	16	1
VERG-aene.1.674	correct		3	14	0
VERG-aene.1.675	correct		67	17	5
VERG-aene.1.676	correct		2	15	2
VERG-aene.1.677	correct		13	15	1
VERG-aene.1.678	correct		18	17	3
VERG-aene.1.679	correct		12	17	3
VERG-aene.1.680	no_candidates	weight_filter	0	15	0
VERG-aene.1.681	correct		23	16	3
VERG-aene.1.682	correct		4	16	2
VERG-aene.1.683	correct		66	15	5
VERG-aene.1.684	gold_unreachable	elision_mismatch	79	16	4
VERG-aene.1.685	correct		76	16	4
VERG-aene.1.686	correct		17	15	3
VERG-aene.1.687	correct		28	16	3
VERG-aene.1.688	correct		5	14	2
VERG-aene.1.689	correct		3	16	2
VERG-aene.1.690	gold_unreachable	elision_mismatch	4	14	2
VERG-aene.1.691	gold_unreachable	elision_mismatch	8	15	2
VERG-aene.1.692	correct		8	16	2
VERG-aene.1.693	correct		11	17	2
VERG-aene.1.694	correct		4	15	3
VERG-aene.1.695	correct		5	14	1
VERG-aene.1.696	no_candidates	weight_filter	0	17	3
VERG-aene.1.697	correct		47	16	4
VERG-aene.1.698	correct		54	18	6
VERG-aene.1.699	correct		117	16	5
VERG-aene.1.700	correct		6	16	3
VERG-aene.1.701	correct		2	16	1
VERG-aene.1.702	correct		20	15	3
VERG-aene.1.703	correct		1	17	2
VERG-aene.1.704	correct		4	17	2
VERG-aene.1.705	correct		24	19	5
VERG-aene.1.706	correct		1	15	0
VERG-aene.1.707	gold_unreachable	open_syllable_length	2	16	2
VERG-aene.1.708	correct		6	15	1
VERG-aene.1.709	gold_unreachable	elision_mismatch	41	15	4
VERG-aene.1.710	gold_unreachable	elision_mismatch	22	15	4
VERG-aene.1.711	correct		26	15	3
VERG-aene.1.712	gold_unreachable	elision_mismatch	32	17	5
VERG-aene.1.713	gold_unreachable	open_syllable_length	4	14	2
VERG-aene.1.714	correct		15	18	5
VERG-aene.1.715	correct		127	18	6
VERG-aene.1.716	correct		16	16	4
VERG-aene.1.717	no_candidates	weight_filter	0	17	2
VERG-aene.1.718	correct		25	18	5
VERG-aene.1.719	correct		2	16	2
VERG-aene.1.720	correct		106	20	7
VERG-aene.1.721	correct		47	17	5
VERG-aene.1.722	gold_unreachable	open_syllable_length	1	16	1
VERG-aene.1.723	gold_unreachable	elision_mismatch	1	16	2
VERG-aene.1.724	correct		2	14	1
VERG-aene.1.725	correct		7	15	2
VERG-aene.1.726	correct		20	17	5
VERG-aene.1.727	correct		16	14	3
VERG-aene.1.728	correct		13	16	3
VERG-aene.1.729	correct		10	16	3
VERG-aene.1.730	correct		6	15	1
VERG-aene.1.731	no_candidates	vowel_chain	0	16	1
VERG-aene.1.732	correct		8	16	3
VERG-aene.1.733	correct		18	16	3
VERG-aene.1.734	correct		31	17	4
VERG-aene.1.735	correct		79	17	5
VERG-aene.1.736	gold_unreachable	elision_mismatch	2	16	2
VERG-aene.1.737	gold_unreachable	other	1	15	0
VERG-aene.1.738	no_candidates	vowel_chain	0	19	5
VERG-aene.1.739	gold_unreachable	open_syllable_length	6	16	3
VERG-aene.1.740	gold_unreachable	elision_mismatch	4	15	1
VERG-aene.1.741	correct		18	16	3
VERG-aene.1.742	correct		1	14	0
VERG-aene.1.743	correct		3	17	2
VERG-aene.1.744	correct		20	17	4
VERG-aene.1.745	correct		5	16	2
VERG-aene.1.746	correct		5	15	2
VERG-aene.1.747	correct		32	16	3
VERG-aene.1.748	correct		3	14	1
VERG-aene.1.749	correct		3	14	0
VERG-aene.1.750	no_candidates	weight_filter	0	17	1
VERG-aene.1.751	correct		59	16	4
VERG-aene.1.752	gold_unreachable	open_syllable_length	1	15	1
VERG-aene.1.753	correct		9	17	2
VERG-aene.1.754	correct		11	15	3
VERG-aene.1.755	correct		7	14	2
VERG-aene.1.756	correct		1	15	1
VERG-aene.2.1	correct		9	16	3
VERG-aene.2.2	correct		8	16	2
VERG-aene.2.3	correct		40	16	3
VERG-aene.2.4	correct		6	14	0
VERG-aene.2.5	correct		12	18	5
VERG-aene.2.6	correct		7	14	2
VERG-aene.2.7	gold_unreachable	elision_mismatch	18	16	3
VERG-aene.2.8	correct		3	16	2
VERG-aene.2.9	correct		6	18	3
VERG-aene.2.10	correct		4	14	1
VERG-aene.2.11	correct		36	18	6
VERG-aene.2.12	correct		1	17	2
VERG-aene.2.13	correct		3	14	1
VERG-aene.2.14	correct		4	14	1
VERG-aene.2.15	gold_unreachable	elision_mismatch	2	15	2
VERG-aene.2.16	correct		1	17	3
VERG-aene.2.17	correct		8	16	2
VERG-aene.2.18	correct		5	14	1
VERG-aene.2.19	correct		8	17	4
VERG-aene.2.20	correct		10	15	2
VERG-aene.2.21	correct		1	14	0
VERG-aene.2.22	correct		12	17	3
VERG-aene.2.23	correct		4	16	1
VERG-aene.2.24	correct		19	15	3
VERG-aene.2.25	correct		10	17	3
VERG-aene.2.26	correct		36	16	5
VERG-aene.2.27	correct		40	17	6
VERG-aene.2.28	correct		10	15	1
VERG-aene.2.29	no_candidates	vowel_chain	0	17	3
VERG-aene.2.30	gold_unreachable	elision_mismatch	1	16	1
VERG-aene.2.31	correct		22	19	5
VERG-aene.2.32	no_candidates	vowel_chain	0	15	1
VERG-aene.2.33	correct		10	15	2
VERG-aene.2.34	correct		51	16	4
VERG-aene.2.35	correct		4	15	2
VERG-aene.2.36	no_candidates	vowel_chain	0	18	4
VERG-aene.2.37	no_candidates	vowel_chain	0	18	4
VERG-aene.2.38	correct		14	19	6
VERG-aene.2.39	correct		104	16	5
VERG-aene.2.40	correct		1	18	3
VERG-aene.2.41	correct		7	14	2
VERG-aene.2.42	correct		40	18	5
VERG-aene.2.43	correct		15	16	3
VERG-aene.2.44	gold_unreachable	elision_mismatch	4	15	1
VERG-aene.2.45	gold_unreachable	elision_mismatch	15	16	5
VERG-aene.2.46	correct		8	17	5
VERG-aene.2.47	no_candidates	vowel_chain	0	15	0
VERG-aene.2.48	no_candidates	weight_filter	0	18	3
VERG-aene.2.49	correct		11	16	2
VERG-aene.2.50	gold_unreachable	elision_mismatch	2	14	1
VERG-aene.2.51	correct		3	17	2
VERG-aene.2.52	correct		1	16	0
VERG-aene.2.53	correct		30	21	7
VERG-aene.2.54	correct		48	16	5
VERG-aene.2.55	correct		4	17	3
VERG-aene.2.56	no_candidates	weight_filter	0	16	2
VERG-aene.2.57	correct		21	19	6
VERG-aene.2.58	correct		6	14	1
VERG-aene.2.59	correct		60	17	5
VERG-aene.2.60	correct		8	18	5
VERG-aene.2.61	correct		1	18	3
VERG-aene.2.62	no_candidates	vowel_chain	0	18	5
VERG-aene.2.63	correct		246	15	5
VERG-aene.2.64	correct		2	15	2
VERG-aene.2.65	correct		14	18	4
VERG-aene.2.67	correct		3	16	3
VERG-aene.2.68	correct		4	18	3
VERG-aene.2.69	correct		4	18	5
VERG-aene.2.70	no_candidates	vowel_chain	0	18	2
VERG-aene.2.71	no_candidates	weight_filter	0	18	3
VERG-aene.2.72	no_candidates	vowel_chain	0	17	3
VERG-aene.2.73	correct		15	17	3
VERG-aene.2.74	no_candidates	weight_filter	0	14	0
VERG-aene.2.75	correct		8	16	2
VERG-aene.2.76	correct		1	16	2
VERG-aene.2.77	no_candidates	weight_filter	0	17	2
VERG-aene.2.78	no_candidates	vowel_chain	0	17	2
VERG-aene.2.79	correct		1	14	0
VERG-aene.2.80	correct		8	16	4
VERG-aene.2.81	gold_unreachable	other	3	18	4
VERG-aene.2.82	correct		6	16	2
VERG-aene.2.83	gold_unreachable	elision_mismatch	4	15	2
VERG-aene.2.84	gold_unreachable	elision_mismatch	6	16	4
VERG-aene.2.85	correct		3	14	0
VERG-aene.2.86	gold_unreachable	open_syllable_length	3	16	1
VERG-aene.2.87	correct		1	16	1
VERG-aene.2.88	correct		23	15	2
VERG-aene.2.89	gold_unreachable	elision_mismatch	2	15	1
VERG-aene.2.90	gold_unreachable	elision_mismatch	2	15	2
VERG-aene.2.91	no_candidates	weight_filter	0	16	1
VERG-aene.2.92	correct		3	15	2
VERG-aene.2.93	correct		9	15	2
VERG-aene.2.94	correct		3	14	1
VERG-aene.2.95	correct		20	15	4
VERG-aene.2.96	correct		194	18	6
VERG-aene.2.97	gold_unreachable	elision_mismatch	3	14	0
VERG-aene.2.98	correct		12	16	3
VERG-aene.2.99	gold_unreachable	elision_mismatch	2	16	3
VERG-aene.2.100	gold_unreachable	elision_mismatch	6	15	3
VERG-aene.2.101	correct		12	20	8
VERG-aene.2.102	correct		18	19	5
VERG-aene.2.103	correct		2	17	3
VERG-aene.2.104	no_candidates	vowel_chain	0	16	2
VERG-aene.2.105	correct		57	17	5
VERG-aene.2.106	correct		2	16	2
VERG-aene.2.107	no_candidates	vowel_chain	0	16	2
VERG-aene.2.108	correct		31	17	3
VERG-aene.2.109	correct		9	14	1
VERG-aene.2.110	correct		4	17	3
VERG-aene.2.111	gold_unreachable	elision_mismatch	27	16	5
VERG-aene.2.112	gold_unreachable	elision_mismatch	7	16	3
VERG-aene.2.113	gold_unreachable	other	5	16	2
VERG-aene.2.114	gold_unreachable	open_syllable_length	1	18	4
VERG-aene.2.115	correct		6	18	3
VERG-aene.2.116	correct		2	15	1
VERG-aene.2.117	correct		280	16	4
VERG-aene.2.118	no_candidates	vowel_chain	0	17	1
VERG-aene.2.119	correct		11	16	3
VERG-aene.2.120	correct		6	18	2
VERG-aene.2.121	correct		2	16	1
VERG-aene.2.122	no_candidates	weight_filter	0	14	0
VERG-aene.2.123	correct		88	18	6
VERG-aene.2.124	correct		9	15	1
VERG-aene.2.125	correct		9	16	2
VERG-aene.2.126	correct		3	15	1
VERG-aene.2.127	correct		8	17	4
VERG-aene.2.128	gold_unreachable	other	1	14	0
VERG-aene.2.129	correct		18	16	2
VERG-aene.2.130	no_candidates	vowel_chain	0	16	2
VERG-aene.2.131	gold_unreachable	other	30	17	4
VERG-aene.2.132	correct		10	17	3
VERG-aene.2.133	correct		6	15	3
VERG-aene.2.134	correct		20	16	3
VERG-aene.2.135	correct		1	16	2
VERG-aene.2.136	correct		10	15	2
VERG-aene.2.137	correct		36	16	5
VERG-aene.2.138	correct		2	13	0
VERG-aene.2.139	correct		4	14	2
VERG-aene.2.140	correct		8	17	4
VERG-aene.2.141	correct		8	15	2
VERG-aene.2.142	no_candidates	vowel_chain	0	16	2
VERG-aene.2.143	correct		5	16	0
VERG-aene.2.144	correct		1	16	1
VERG-aene.2.145	correct		2	16	2
VERG-aene.2.146	correct		19	17	4
VERG-aene.2.147	correct		36	17	4
VERG-aene.2.148	correct		27	16	4
VERG-aene.2.149	no_candidates	vowel_chain	0	18	3
VERG-aene.2.150	no_candidates	vowel_chain	0	17	3
VERG-aene.2.151	correct		16	19	5
VERG-aene.2.152	correct		3	16	1
VERG-aene.2.153	correct		6	14	1
VERG-aene.2.154	gold_unreachable	elision_mismatch	20	15	4
VERG-aene.2.155	gold_unreachable	open_syllable_length	6	16	3
VERG-aene.2.156	correct		36	15	4
VERG-aene.2.157	correct		28	16	3
VERG-aene.2.158	correct		13	17	4
VERG-aene.2.159	correct		28	17	4
VERG-aene.2.160	gold_unreachable	open_syllable_length	4	17	3
VERG-aene.2.161	correct		7	15	1
VERG-aene.2.162	correct		27	16	4
VERG-aene.2.163	correct		6	17	3
VERG-aene.2.164	gold_unreachable	elision_mismatch	4	16	2
VERG-aene.2.165	correct		542	16	7
VERG-aene.2.166	correct		12	16	3
VERG-aene.2.167	correct		24	18	5
VERG-aene.2.168	correct		234	17	6
VERG-aene.2.169	correct		52	15	4
VERG-aene.2.170	correct		264	17	7
VERG-aene.2.171	correct		54	16	4
VERG-aene.2.172	correct		4	17	4
VERG-aene.2.173	no_candidates	vowel_chain	0	16	2
VERG-aene.2.174	gold_unreachable	elision_mismatch	3	15	1
VERG-aene.2.175	correct		2	15	1
VERG-aene.2.176	correct		5	16	2
VERG-aene.2.177	correct		1	15	1
VERG-aene.2.178	correct		1	15	0
VERG-aene.2.179	correct		68	18	5
VERG-aene.2.180	correct		11	15	3
VERG-aene.2.181	correct		2	17	1
VERG-aene.2.182	correct		28	18	4
VERG-aene.2.183	correct		15	16	2
VERG-aene.2.184	correct		37	17	4
VERG-aene.2.185	correct		1	14	0
VERG-aene.2.186	correct		22	16	3
VERG-aene.2.187	correct		3	17	4
VERG-aene.2.188	correct		47	17	4
VERG-aene.2.189	gold_unreachable	elision_mismatch	14	16	4
VERG-aene.2.190	correct		17	16	3
VERG-aene.2.191	correct		8	18	4
VERG-aene.2.192	correct		10	15	3
VERG-aene.2.193	correct		124	17	6
VERG-aene.2.194	correct		46	16	3
VERG-aene.2.195	correct		19	17	3
VERG-aene.2.196	correct		2	16	2
VERG-aene.2.197	gold_unreachable	other	6	15	2
VERG-aene.2.198	correct		3	16	2
VERG-aene.2.199	correct		2	15	1
VERG-aene.2.200	correct		18	18	4
VERG-aene.2.201	correct		5	14	2
VERG-aene.2.202	correct		1	15	2
VERG-aene.2.203	correct		2	18	3
VERG-aene.2.204	correct		2	14	0
VERG-aene.2.205	correct		4	16	1
VERG-aene.2.206	no_candidates	weight_filter	0	16	3
VERG-aene.2.207	correct		4	16	2
VERG-aene.2.208	correct		8	17	3
VERG-aene.2.209	correct		3	17	3
VERG-aene.2.210	correct		1	16	2
VERG-aene.2.211	correct		2	14	1
VERG-aene.2.212	correct		3	16	2
VERG-aene.2.213	correct		15	16	4
VERG-aene.2.214	correct		6	14	1
VERG-aene.2.215	correct		6	15	1
VERG-aene.2.216	correct		17	18	5
VERG-aene.2.217	correct		2	15	1
VERG-aene.2.218	correct		82	15	4
VERG-aene.2.219	correct		2	18	2
VERG-aene.2.220	correct		6	16	2
VERG-aene.2.221	correct		58	14	4
VERG-aene.2.222	no_candidates	weight_filter	0	14	0
VERG-aene.2.223	correct		3	14	2
VERG-aene.2.224	correct		2	17	3
VERG-aene.2.225	correct		7	15	2
VERG-aene.2.226	correct		38	18	5
VERG-aene.2.227	correct		11	18	3
VERG-aene.2.228	correct		18	16	3
VERG-aene.2.229	correct		4	17	3
VERG-aene.2.230	correct		16	15	3
VERG-aene.2.231	no_candidates	vowel_chain	0	17	2
VERG-aene.2.232	gold_unreachable	elision_mismatch	7	18	6
VERG-aene.2.234	correct		18	17	4
VERG-aene.2.235	correct		1	15	0
VERG-aene.2.236	correct		12	15	3
VERG-aene.2.237	correct		2	13	0
VERG-aene.2.238	correct		16	18	6
VERG-aene.2.239	correct		2	16	2
VERG-aene.2.240	correct		3	17	2
VERG-aene.2.241	correct		464	19	8
VERG-aene.2.242	correct		3	19	4
VERG-aene.2.243	correct		1	18	1
VERG-aene.2.244	correct		4	16	1
VERG-aene.2.245	correct		28	14	3
VERG-aene.2.246	correct		8	15	2
VERG-aene.2.247	correct		30	15	4
VERG-aene.2.248	correct		6	16	2
VERG-aene.2.249	correct		18	14	2
VERG-aene.2.250	correct		96	18	5
VERG-aene.2.251	correct		9	15	3
VERG-aene.2.252	correct		26	17	4
VERG-aene.2.253	correct		9	15	2
VERG-aene.2.254	gold_unreachable	elision_mismatch	14	17	6
VERG-aene.2.255	correct		3	19	3
VERG-aene.2.256	correct		4	15	1
VERG-aene.2.257	correct		2	15	1
VERG-aene.2.258	correct		42	15	3
VERG-aene.2.259	correct		2	17	3
VERG-aene.2.260	gold_unreachable	elision_mismatch	2	17	3
VERG-aene.2.261	gold_unreachable	elision_mismatch	2	14	1
VERG-aene.2.262	gold_unreachable	elision_mismatch	1	15	2
VERG-aene.2.263	gold_unreachable	elision_mismatch	4	15	2
VERG-aene.2.264	correct		10	17	3
VERG-aene.2.265	correct		9	14	2
VERG-aene.2.266	correct		1	16	1
VERG-aene.2.267	correct		60	17	5
VERG-aene.2.268	gold_unreachable	elision_mismatch	8	15	2
VERG-aene.2.269	correct		10	15	2
VERG-aene.2.270	no_candidates	vowel_chain	0	17	3
VERG-aene.2.271	no_candidates	vowel_chain	0	16	1
VERG-aene.2.272	correct		16	14	2
VERG-aene.2.273	correct		4	16	1
VERG-aene.2.274	no_candidates	weight_filter	0	16	1
VERG-aene.2.275	no_candidates	vowel_chain	0	16	1
VERG-aene.2.276	correct		8	16	2
VERG-aene.2.277	correct		3	14	2
VERG-aene.2.278	no_candidates	weight_filter	0	17	2
VERG-aene.2.279	gold_unreachable	elision_mismatch	12	13	3
VERG-aene.2.280	correct		81	16	5
VERG-aene.2.281	correct		36	16	4
VERG-aene.2.282	no_candidates	vowel_chain	0	19	4
VERG-aene.2.283	correct		7	14	2
VERG-aene.2.284	correct		2	17	2
VERG-aene.2.285	correct		2	18	4
VERG-aene.2.286	correct		10	17	5
VERG-aene.2.287	correct		8	15	2
VERG-aene.2.288	correct		11	16	2
VERG-aene.2.289	gold_unreachable	elision_mismatch	13	18	4
VERG-aene.2.290	no_candidates	weight_filter	0	16	2
VERG-aene.2.291	correct		26	17	5
VERG-aene.2.292	correct		2	15	3
VERG-aene.2.293	correct		4	15	2
VERG-aene.2.294	gold_unreachable	elision_mismatch	2	17	3
VERG-aene.2.295	gold_unreachable	open_syllable_length	2	16	2
VERG-aene.2.296	correct		2	15	1
VERG-aene.2.297	correct		1	17	3
VERG-aene.2.298	correct		79	17	6
VERG-aene.2.299	correct		3	15	1
VERG-aene.2.300	correct		2	17	2
VERG-aene.2.301	gold_unreachable	diphthong_mismatch	2	15	3
VERG-aene.2.302	correct		21	15	3
VERG-aene.2.303	correct		2	17	3
VERG-aene.2.304	correct		4	17	3
VERG-aene.2.305	correct		1	16	1
VERG-aene.2.306	correct		3	17	3
VERG-aene.2.307	correct		4	18	3
VERG-aene.2.308	correct		16	15	2
VERG-aene.2.309	correct		25	16	2
VERG-aene.2.310	gold_unreachable	diphthong_mismatch	176	17	6
VERG-aene.2.311	correct		2	15	0
VERG-aene.2.312	gold_unreachable	elision_mismatch	14	15	2
VERG-aene.2.313	correct		3	15	1
VERG-aene.2.314	correct		37	16	3
VERG-aene.2.315	correct		1	17	2
VERG-aene.2.316	gold_unreachable	elision_mismatch	1	16	1
VERG-aene.2.317	correct		1	16	1
VERG-aene.2.318	gold_unreachable	elision_mismatch	15	16	4
VERG-aene.2.319	correct		6	15	2
VERG-aene.2.320	correct		46	16	4
VERG-aene.2.321	correct		6	15	1
VERG-aene.2.322	correct		1	14	0
VERG-aene.2.323	correct		12	16	2
VERG-aene.2.324	correct		4	15	1
VERG-aene.2.325	correct		430	18	7
VERG-aene.2.326	correct		48	17	5
VERG-aene.2.327	correct		4	16	1
VERG-aene.2.328	correct		10	16	3
VERG-aene.2.329	no_candidates	vowel_chain	0	15	1
VERG-aene.2.330	correct		3	15	1
VERG-aene.2.331	gold_unreachable	elision_mismatch	6	14	2
VERG-aene.2.332	correct		38	14	3
VERG-aene.2.333	correct		12	16	3
VERG-aene.2.334	correct		41	16	3
VERG-aene.2.335	correct		12	15	2
VERG-aene.2.336	correct		15	17	4
VERG-aene.2.337	correct		2	15	0
VERG-aene.2.338	correct		4	17	2
VERG-aene.2.339	correct		4	15	2
VERG-aene.2.340	correct		9	16	2
VERG-aene.2.341	correct		138	19	7
VERG-aene.2.342	correct		2	14	1
VERG-aene.2.343	gold_unreachable	open_syllable_length	10	16	3
VERG-aene.2.344	correct		6	18	3
VERG-aene.2.345	correct		2	15	2
VERG-aene.2.347	correct		20	17	5
VERG-aene.2.348	no_candidates	vowel_chain	0	17	4
VERG-aene.2.349	correct		89	16	4
VERG-aene.2.350	gold_unreachable	elision_mismatch	3	15	2
VERG-aene.2.351	correct		4	15	1
VERG-aene.2.352	correct		1	17	2
VERG-aene.2.353	correct		32	18	5
VERG-aene.2.354	gold_unreachable	elision_mismatch	2	13	0
VERG-aene.2.355	correct		3	19	3
VERG-aene.2.356	correct		160	15	5
VERG-aene.2.357	correct		7	16	2
VERG-aene.2.358	no_candidates	vowel_chain	0	15	1
VERG-aene.2.359	no_candidates	vowel_chain	0	19	5
VERG-aene.2.360	gold_unreachable	elision_mismatch	38	16	5
VERG-aene.2.361	correct		8	14	2
VERG-aene.2.362	correct		2	17	4
VERG-aene.2.363	gold_unreachable	diphthong_mismatch	4	14	1
VERG-aene.2.364	gold_unreachable	elision_mismatch	6	15	2
VERG-aene.2.365	correct		25	16	2
VERG-aene.2.366	correct		14	16	3
VERG-aene.2.367	correct		140	17	6
VERG-aene.2.368	correct		7	15	1
VERG-aene.2.369	correct		4	17	2
VERG-aene.2.370	correct		2	16	2
VERG-aene.2.371	correct		28	16	4
VERG-aene.2.372	correct		38	15	4
VERG-aene.2.373	correct		14	15	2
VERG-aene.2.374	correct		25	16	3
VERG-aene.2.375	correct		45	16	4
VERG-aene.2.376	gold_unreachable	open_syllable_length	3	16	2
VERG-aene.2.377	gold_unreachable	elision_mismatch	1	15	1
VERG-aene.2.378	correct		30	15	4
VERG-aene.2.379	correct		52	16	5
VERG-aene.2.380	gold_unreachable	other	1	16	0
VERG-aene.2.381	correct		6	16	2
VERG-aene.2.382	correct		10	17	3
VERG-aene.2.383	correct		2	14	1
VERG-aene.2.384	correct		1	15	1
VERG-aene.2.385	correct		2	14	0
VERG-aene.2.386	correct		1	17	3
VERG-aene.2.387	correct		8	15	2
VERG-aene.2.388	gold_unreachable	open_syllable_length	2	15	3
VERG-aene.2.389	correct		42	16	4
VERG-aene.2.390	no_candidates	weight_filter	0	15	0
VERG-aene.2.391	correct		3	15	1
VERG-aene.2.392	correct		32	17	5
VERG-aene.2.393	correct		8	18	5
VERG-aene.2.394	correct		21	16	4
VERG-aene.2.395	correct		2	17	2
VERG-aene.2.396	correct		6	16	3
VERG-aene.2.397	no_candidates	vowel_chain	0	16	4
VERG-aene.2.398	correct		3	15	1
VERG-aene.2.399	correct		130	17	5
VERG-aene.2.400	correct		1	14	0
VERG-aene.2.401	no_candidates	weight_filter	0	16	2
VERG-aene.2.402	correct		12	17	4
VERG-aene.2.403	gold_unreachable	elision_mismatch	22	14	2
VERG-aene.2.404	correct		17	18	5
VERG-aene.2.405	gold_unreachable	elision_mismatch	4	15	3
VERG-aene.2.406	correct		1	15	0
VERG-aene.2.407	gold_unreachable	elision_mismatch	1	17	3
VERG-aene.2.408	correct		40	17	3
VERG-aene.2.409	no_candidates	vowel_chain	0	15	1
VERG-aene.2.410	correct		15	14	2
VERG-aene.2.411	correct		24	18	5
VERG-aene.2.412	correct		36	16	4
VERG-aene.2.413	correct		75	18	5
VERG-aene.2.414	gold_unreachable	other	4	15	2
VERG-aene.2.415	correct		21	18	4
VERG-aene.2.416	correct		3	15	3
VERG-aene.2.417	no_candidates	weight_filter	0	17	4
VERG-aene.2.418	correct		9	19	6
VERG-aene.2.419	correct		84	18	5
VERG-aene.2.420	correct		18	15	3
VERG-aene.2.421	correct		37	18	4
VERG-aene.2.422	gold_unreachable	open_syllable_length	1	14	1
VERG-aene.2.423	correct		8	15	2
VERG-aene.2.424	correct		8	17	3
VERG-aene.2.425	correct		106	18	6
VERG-aene.2.426	correct		2	15	1
VERG-aene.2.427	correct		6	17	5
VERG-aene.2.428	correct		2	16	1
VERG-aene.2.429	correct		38	16	3
VERG-aene.2.430	correct		2	16	1
VERG-aene.2.431	correct		59	16	4
VERG-aene.2.432	correct		17	14	2
VERG-aene.2.433	correct		253	17	6
VERG-aene.2.434	gold_unreachable	elision_mismatch	15	16	3
VERG-aene.2.435	correct		24	18	5
VERG-aene.2.436	gold_unreachable	elision_mismatch	6	15	2
VERG-aene.2.437	correct		35	15	2
VERG-aene.2.438	correct		6	15	2
VERG-aene.2.439	correct		3	15	0
VERG-aene.2.440	correct		4	17	4
VERG-aene.2.441	correct		5	15	1
VERG-aene.2.442	correct		3	17	3
VERG-aene.2.443	correct		6	16	3
VERG-aene.2.444	correct		34	15	4
VERG-aene.2.445	correct		4	15	2
VERG-aene.2.446	correct		1	16	2
VERG-aene.2.447	correct		18	15	3
VERG-aene.2.448	correct		2	18	2
VERG-aene.2.449	correct		55	16	5
VERG-aene.2.450	correct		2	15	1
VERG-aene.2.451	correct		9	16	2
VERG-aene.2.452	correct		72	19	7
VERG-aene.2.453	correct		2	17	2
VERG-aene.2.454	correct		18	15	2
VERG-aene.2.455	correct		2	14	1
VERG-aene.2.456	gold_unreachable	elision_mismatch	1	18	4
VERG-aene.2.457	correct		79	19	5
VERG-aene.2.458	correct		61	16	4
VERG-aene.2.459	correct		8	16	3
VERG-aene.2.460	correct		2	16	3
VERG-aene.2.461	correct		5	14	2
VERG-aene.2.462	correct		96	18	6
VERG-aene.2.463	correct		2	13	1
VERG-aene.2.464	correct		6	16	1
VERG-aene.2.465	correct		8	18	3
VERG-aene.2.466	correct		2	17	1
VERG-aene.2.467	correct		11	16	2
VERG-aene.2.469	no_candidates	vowel_chain	0	17	3
VERG-aene.2.470	correct		10	14	1
VERG-aene.2.471	correct		1	17	1
VERG-aene.2.472	correct		1	15	0
VERG-aene.2.473	correct		119	19	6
VERG-aene.2.474	correct		48	16	4
VERG-aene.2.475	correct		6	16	2
VERG-aene.2.476	no_candidates	vowel_chain	0	17	2
VERG-aene.2.477	correct		21	17	3
VERG-aene.2.478	correct		3	14	2
VERG-aene.2.479	correct		3	14	1
VERG-aene.2.480	correct		9	15	2
VERG-aene.2.481	correct		27	18	6
VERG-aene.2.482	correct		6	16	2
VERG-aene.2.483	correct		5	16	2
VERG-aene.2.484	correct		16	17	4
VERG-aene.2.485	correct		3	14	1
